,airline_sentiment,text,wordCount
1724,0,@united on line baggage system complete rubbish. bag missing 2 days. No meaningful information.,14
3964,0,@united RTB&gt;IAH 2/17 First class. My wife (Global Services) and I had headaches due to our neighbors smoking e cigarettes. Contact me pls,23
12847,0,@AmericanAir @Rizzilient I booked tickets using miles and need to change the dates.  Have been trying to get to an advantage rep 4 two days,25
6483,0,@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,23
14264,0,"@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info....",19
6892,0,@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,20
5390,0,@SouthwestAir Been on hold for over an hour - any chance someone can help me on here?,17
673,0,@united are the ones who make it difficult for me.,10
13086,0,@AmericanAir are flights leaving Dallas right now? In Maui trying to figure out how delayed flight 7 is going to be,21
13999,0,@AmericanAir Unfortunately that is not true. A robot apologizes and hangs up. So how do I get help?,18
1821,0,@united I unfortunately didn't get her name :( she was not nice!,12
13112,0,"@AmericanAir, that's not the point. Say its $1300 at the counter when I clearly see $500 on your site? AA agent was @ a loss 4 words, too",28
11004,0,"@USAirways DCA-&gt;HPN, u r prof hostage takers.We stood on bus 2 plane for 25 min,now sitting on plane with no mvmt &amp; 1 announcement 4 &gt; hour!",27
13806,0,"@AmericanAir By ""answering as fast as they can"", you mean hanging up on every call?",15
10941,0,@USAirways is setting themselves up for a lawsuit. No way we should sit on a plane for an hour and a half.,22
9926,0,@USAirways US Airlines 699 LA to RDU is holding onto baggages for an hour already and everyone is still waiting!?,20
2703,0,@united Yes I needed plenty of assistance but received none.,10
12706,0,@AmericanAir is there another line I can call when I am on hold for 5 hours? Also how can I get compensated for this loss of time and money?,29
2495,0,@united what incentive do I have to give you another chance?,11
11330,0,@USAirways Ya'll need to work on your online checkout system. Two bank transactions for one ticket is bush league. Yell at your devs.,23
844,0,@united Calls to 800# resulted in 2hrs of hold time &amp; 2day wait to check suspect code share fare. Nothing investigated—my time wasted (2/2),24
10286,0,@USAirways flight 1898 landed over 2 hours ago and they still haven't gotten to the gate.. What's the hold uppp 😭😭 #imtired #wannagohome,23
14413,0,@AmericanAir Jacquelyn at Charlotte just denied me compensation after #2251 was Cancelled Flighted due to plane malfunction well within your control,21
2271,0,@united Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.,20
11719,0,"@USAirways I have now called 12 times in the last three days. That's unacceptable. I'm willing to wait on hold, but that's not an option.",25
6690,0,"@SouthwestAir been on hold for over an hour.....not cool, you guys.",11
554,0,@united A refund and flight vouchers or another flight on a different airline at your expense for today. 8 hour drive is very inconvenient,24
9474,0,@USAirways how do I get a hold of customer service? I've called multiple times &amp; have been on hold for 30+ mins only to have to hang up,28
10867,0,"@USAirways -not just this trip, been a few. Ur saving grace is ur cheaper flights. Now willing to pay more 4 bttr service on bttr airlines.",26
8025,0,@JetBlue has the worst customer service out of any airline company. #dontflythem,12
12620,0,@AmericanAir I'm at the airport right now and your people didn't know how to react and help me with this situation. Very frustrated.,23
7777,0,@JetBlue You already Cancelled Flightled the one b4 us to DCA,11
4367,0,@SouthwestAir 20 minutes on hold waiting is ridiculous......,8
1440,0,@united UA1731 - Denver to Austin...  Still on the ground...,10
6610,0,"@SouthwestAir is there a problem with the website? I tried making changes w/ the app and the site but got ""unspecified errors""",22
3556,0,@united I would have made it if you hadn't already booked me on another flight and Cancelled Flighted my original reservation.,21
874,0,@united wonderful bag claim people - finally have my bag. But why did I catch earlier flight? Original flight just landed. #wastedtime,22
9757,0,@USAirways is holding my luggage hostage from flight 5182,9
9128,0,"@USAirways , since jan 22 have been on 10 flights. Why the disrespect in CLT, flt #2063 at 2:50pm on 18feb to DCA? just asked herba question",27
764,0,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,25
10368,0,"@USAirways TRBL experience! 2 hrs on the Tarmac for an inch of snow IN PHL ""No hanger open"" &amp; ""a pile of snow""?  #terriblecommunication",24
1204,0,@united AN HOUR DELAY BECAUSE YOU CAN'T PRINT A PIECE OF PAPER!,12
5005,0,@SouthwestAir Maybe if you comped those that quietly accepted delays or Cancelled Flightations instead of the irate you'd have less issues #justsaying,22
2520,0,"@united 
Flight UA1665 got delayed 2 hours due to a mechanical issue...could use a free drink or 3 to make up for this inconvenience",24
1975,0,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better.",20
14597,0,@AmericanAir @Stone9956 Do you dislike delays when they're caused by YOUR crew forgetting to load bags &amp; lazy pilot wanting duty day to end?,24
2971,0,"@united yes, but they still don't know where it is.  I've been told it might be on a flight, but now no one can confirm it.",26
1977,0,@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?,26
579,0,@united our travel booked thru United group dept. Okc ticket agent less than willing to help with our connection in LAX.,21
8096,0,@JetBlue sorry to report we are stuck on Tarmac.. Being held so #notwheelsup,13
13768,0,@AmericanAir DFW GATE 16 to BMI agent seriously is beyond incompetent.  Never flying AA again if can be avoided #fail #pathetic,21
10237,0,@USAirways once again your company actualy put people in weird situations.Your hostel voucher was fake.Snow is ok but no lies please,21
4135,0,"@united missed it.  Incoming on time, then Sat for 30, then no jetbridge driver...missed a 45min connection from an on time flight...",22
13883,0,@AmericanAir pretty bad at #DFW no updates two flights behind doors open breeze no America airlines workers http://t.co/6MBK79mdnW,18
817,0,@united Yes. Did file a claim as soon as the carousel stopped without my bag on it. Got an email that its found but not sched for delivery,28
7009,0,@JetBlue we haven't even gotten off the plane yet! I can't afford to miss my flight back to Boston! Ugh.,20
3774,0,"@united Just boarded UA1297, was refused from carrying overhead bag as no space, in plane now with loads of space #fail #customerexperience",22
5078,0,@SouthwestAir what happend? Why did flight #668 get Cancelled Flighted for 2/22..I was on hold for over an hour and no help,22
13582,0,@AmericanAir all I want is to know what to do regarding my connecting flights since my 1st is Cancelled Flightled. Could you be of assistance?,25
5224,0,"@SouthwestAir Booked 6mos early, paid for Early check in, was ASSIGNED boarding #, here 3hrs early and you deleted me in error?! #LAS2BUF",23
7655,0,@JetBlue it's ridiculous that I just got home and I was supposed to land 3 hours ago bc I am HELLA tired,22
8721,0,"@JetBlue She claimed that she did, but I was not happy with the way I was treated.",17
887,0,@united Can you please follow for a Dm on a missing bag?,12
6669,0,"@SouthwestAir why are flights still getting out of Logan now? You couldn't manage to get one out at 6 AM, when it wasn't snowing!",24
6438,0,@SouthwestAir No. We were in a large group. Majority of the 30+ bags were soaked.,15
14149,0,@AmericanAir big surprise flight 2330 is delayed. Hopefully not for 6 hours like our flight here.  Thanks again for a sleepless night.,22
6700,0,"@SouthwestAir I've been on hold for an hour now. 59:57 as I type this. Ridiculous! All I need is the link to the chart that has routes, time",28
3277,0,"@united  Your survey is too long.  I fly a lot of segments and I'll fill it out after every trip, but not if it takes more than a minute.",29
14227,0,@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc,29
9294,0,@USAirways horrible travel day w/ your airlines. My 2:20 flight to Birmingham was Cancelled Flightled w/ no notification so I couldn't get on the 4:05,25
3648,0,@united plz don't advertise wifi if it's not gonna work thanks #worstflightever,12
73,0,@VirginAmerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0VrfhjHt,22
3496,0,@united you board a 630a flight and then Cancelled Flight it because it doesn't have a pilot?  Now I miss my meeting Atlanta because someone slept in?,27
6324,0,@SouthwestAir All I requested was a refund of my Reward Points that I used to purchase the flight and he refused.,21
370,0,@VirginAmerica your Avis rental continue button doesn't work on your website to book car. Tried 4 times on phone.  This sucks!,21
4646,0,@SouthwestAir Feeling very frustrated that I bought WIFI onboard and can't load an email.,14
10757,0,"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form.",13
12413,0,@AmericanAir I fly weekly with you and haven't seen one,10
1644,0,@united now this http://t.co/uygeW2Nosr,4
606,0,@united #worst2unitedflightsever UA 236 LAS to IAD 2/24 mechanical problems again - took off - had to land for fix - delayed again #wtfodds!,24
